Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,Data Scientist,"Lucid is a research technology (ResTech) platform that provides programmatic access to first-party data. With respondents in more than 100 countries, Lucid enables anyone, in any industry, to survey online audiences and get the answers they need. These answers reveal the sentiments, motivations, and behaviors of target demographics – data that can be used to build business strategies, measure the impact of digital advertising, publish research, and more. Founded in 2010, Lucid is headquartered in New Orleans, LA with offices throughout the US, Europe, and Asia.

As a Product Data Scientist you will have the opportunity to collaborate with product and engineering teams to work on Survey Design and Measurements, Identity, Trust & Safety and more. This includes product analyses, validation and establishing statistical methodology standards and development. The right candidate has the ability to independently research, develop and maintain products that align Lucid capabilities with market claims.",Lucid,2.6,"New Orleans, LA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist - Next Gen Sequencing,-1,Data Scientist,"Overview:
Axle Informatics is a bioinformatics and information technology company that offers innovative computer services, informatics, and enterprise solutions to research centers and healthcare organizations around the globe. With experts in software engineering, bioinformatics and program management, we focus on developing and applying technology tools and techniques to empower decision-making and accelerate the discovery in translational research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of health (NIH).

Axle seeks a Data Scientist - Next Gen Sequencing to support bioinformatics at the National Center for Advancing Translational Science (NIH) at NIH. The successful candidate will have a chance to develop their skills in a highly dynamic environment, embedded in a team of passionate scientists working on a wide range of projects related to translational stem cell biology. They will have a chance to interact with experienced bioinformaticians at NCATS and collaborators at top-academic institutions. This position is based out in

Responsibilities:

Qualifications:",Axle Informatics,3.7,"Rockville, MD",1 to 50 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Data Scientist - Intermediate,-1,Data Scientist,"Position Overview:
The Soybean Crop Modeling Team at Climate is seeking a highly motivated data scientist to query, wrangle, and summarize data from multiple sources. The candidate will also evaluate and apply advanced statistical, machine learning and deep learning methods to develop predictive agronomic models for soy crop systems.

What You Will Do:
Explore, query, munge, and model large and diverse datasets
Evaluate data quality and discover data limitations
Design and prototype models using diverse techniques that include, but are not limited to, statistical modeling, machine learning, deep learning, AI",Bayer,4.1,"San Francisco, CA",10000+ Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Data Scientist, Lifecycle Analytics",-1,Data Scientist,"Company Description Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.
Job Description

Data Scientists on the Lifecycle Analytics team at Square embed within product teams and leverage engineering, analytics, and machine learning to empower data-driven decision making in the full cycle of product development. This team leads experimentation and growth initiatives, develop automation solutions to personalize product experiences, provide insights to our sellers about their business, and drive strategic decisions with data. Square’s mission is economic empowerment, and our team supports this by using data to understand and empathize with our customers, thereby enabling us to build a remarkable product experience.",Square,4.3,"San Francisco, CA",5001 to 10000 Employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Scientist,-1,Data Scientist,"Job Summary
The County Auditor is the CFO of Travis County government, an $800 million organization with approximately 5,000 employees. We offer a stable work environment, casual dress attire, quality computer equipment, professional development, 11 paid holidays, vacation accrual of up to 3 weeks per year, a flexible start of workday, excellent pension plan, and an extensive benefits package.

Travis County Auditor’s Office has an opening in its Risk Evaluation and Consulting (REC) Division for a data analyst/scientist. The REC Division supports the Auditor’s office by bringing an independent systematic approach to ensure financial transparency and accountability by performing risk assessments, statutory, information system, contract compliance, and legislative analysis audits. We are looking for individuals who want to work in a progressive, challenging, and team-oriented work environment that accelerates employee growth and recognizes performance.

The position’s duties include applying statistical analysis and visualization techniques to various datasets, implementation of continuous monitoring processes, validating datasets, interview domain experts to gain an understanding of the business mechanics that generate various datasets, and working with staff internal auditors to provide data necessary to complete various audit objectives.",Travis County,4.0,"Austin, TX",1001 to 5000 Employees,1840,Government,Municipal Governments,Government,$500 million to $1 billion (USD)
Data Science (100% Remote),-1,Data Scientist,"Role: Data Science

Location: Remote

Duration: contract ( W2 jobs)



Technology: Python Coding, SQL Database/Coding, Machine Learning and AI.

Experience: 2 to 6 years",Denken Solutions Inc,4.2,"Irvine, CA",201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Statistician (Data Scientist),Employer Provided Salary:$53K - $146K,Data Scientist,"Duties
Summary
WHAT IS THE RESEARCH, APPLIED ANALYTICS AND STATISTICS (RAAS) DIVISION?
Research, Applied Analytics, and Statistics (RAAS) anticipates and meets customers’ needs by providing leading research, analytical, statistical, and technology services. RAAS provides an intellectually challenging and supportive environment for our employees.
See Other Information for Locations.",US Internal Revenue Service,3.7,"Charlotte Amalie, VI",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"FocusKPI is seeking smart, curious, technically savvy and experienced candidates to join our cutting-edge data science team. The data science team at FocusKPI build models and machine learning algorithms that power all our clients’ ad-tech/mar-tech products at scale, develop methodology and tools to precisely and effectively measure market campaign effects, and research in-house and public data sources for consumer spend behavior insights.
In this role, you'll be spearheading the company’s advanced predictive modeling and analytical innovation to bring the analytical capability to the next level. In addition, you'll be expected to play an important role in carrying out R&D agenda, and in product deliveries for different business on time and quality.

Duties and Responsibilities",FocusKPI Inc.,3.3,"Mountain View, CA",51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD)
Data Scientist,-1,Data Scientist,"Contract: NEE
Position Number: TO 4, Positions 3 and 4
Level: Mid
Mid-level Data Scientist to emplov a multi-discipline approach to provide data science support for OSO. Enable OSO to lead planning, programming and operational activities required to support the data-driven performance analysis of NGA's enterprise data assets. Assist the enterprise to ensure data is useful, accurate, accessible, and coordinated amongst other data sources.
Duties include:
Assists expert engineers and the Government in OSO data requirements or analysis efforts, proiects, and other activities.",Integrated Intel Solutions,5.0,"Springfield, VA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"ABOUT FANDUEL GROUP
FanDuel Group is a world-class team of brands and products all built with one goal in mind — to give fans new and innovative ways to interact with their favorite games, sports, teams, and leagues. That's no easy task, which is why we're so dedicated to building a winning team. And make no mistake, we are here to win, but we believe in winning right. That means we'll never compromise when it comes to looking out for our teammates. From our many opportunities for professional development to our generous insurance and paid leave policies, we're committed to making sure our employees get as much out of FanDuel as we ask them to give.
FanDuel Group is based in New York, with offices in California, New Jersey, Florida, Oregon and Scotland. Our brands include:
FanDuel — A game-changing real-money fantasy sports app",FanDuel,4.1,"New York, NY",501 to 1000 Employees,2009,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
Machine Learning Engineer,-1,Machine Learning Engineer,"About Sticker Mule
Sticker Mule is the Internet's most ""kick ass"" brand. We are privately-owned, profitable, and powered by a globally distributed team who cares deeply about delivering a great customer experience at the highest technical standards. Our software team operates from 17 countries, and we're always looking for more exceptional engineers.

The Machine Learning team is responsible for building and maintaining our ML-assisted tools like Trace and Upscale.

See more about our teams here

We offer
1. Remote work with flexible schedules
2. Varied, interesting technical challenges to solve",Sticker Mule,4.2,Remote,1 to 50 Employees,-1,Company - Private,Commercial Printing,Business Services,Less than $1 million (USD)
Data Scientist,-1,Data Scientist,"UP’s Advanced Analytics team is looking for a data scientist who is passionate about turning data insights into action. The team is responsible for using machine learning, predictive analytics, text mining, forecasting techniques, operations research, and statistical analysis to solve problems for the enterprise. Ideal candidates will have knowledge and experience with applied mathematical/statistical modeling. Candidates should be able to identify and apply mathematical optimization techniques for efficient resource utilization or be able to use advanced statistical modeling for building competitive intelligence programs.
Accountabilities
Uncover, learn, and understand business problems, processes, and their characteristics.
Create machine learning solutions for various business problems.",Union Pacific,2.1,"Omaha, NE",10000+ Employees,1862,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD)
Applied Data Scientist - Monetization,-1,Data Scientist,"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.
We’re looking for Applied Data Scientists to join our Monetization Engineering Team. We are looking for candidates who understand mobile ad technology, auctions and ads marketplace. Working closely alongside engineering, product management, and business product partners, you will be central to creating inventive, data-based approaches to solve difficult business and product problems. Working from the Santa Monica, LA office, you’ll work to generate business and product insights and help Snap to ship the best ads product in the world.
Applied Data Scientists at Snap design and propose implementable, testable and scalable analytical solutions. We sit at the cross section of data science and machine learning. We provide impactful, objective, and actionable data insights that enable informed engineering and product decisions. We drive informed and timely decision-making that improves and optimizes the way our products are created, executed, and adopted. We deploy solutions with measurable outcomes.",Snapchat,4.2,"Los Angeles, CA",1001 to 5000 Employees,2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Entry level Data scientist,-1,Data Scientist,"Bachelor’s Degree in a quantitative field required with minimum of 1 year of’ experience; Master’s degree preferred.
· Knowledge of a variety of machine learning techniques and their real-world advantages/drawbacks.
· Knowledge of advanced statistical techniques and concepts and experience with applications.
· Ability to write clean and concise code, especially in R or Python.
· Keen eye for detail and thoughtful investigation of data before relying upon it.
· Ability to work in a professional, confident manner.",Tech Veda Inc,-1,"Dallas, TX",-1,-1,-1,-1,-1,-1
Data Science (100% Remote),-1,Data Scientist,"Role: Data Science

Location: Remote

Duration: contract ( W2 jobs)



Technology: Python Coding, SQL Database/Coding, Machine Learning and AI.

Experience: 2 to 6 years",Denken Solutions Inc,4.2,"Irvine, CA",201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Scientist,-1,Data Scientist,"Toyota Connected's Mobility team is responsible for building and managing our connected vehicle platforms, supporting product research using vehicle sensor data and creating new and exciting data services for Toyota customers that makes driving safer, more convenient, and fun. We're looking for a Data Scientist capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems. If you are results driven, interested in how to apply advanced Machine Learning techniques, would love to work with vehicle telemetry data and video, are deeply technical, highly innovative and long for the opportunity to build solutions for challenging problems that directly impact the company's bottom-line, we want to talk to you.
Responsibilities:
Use statistical and machine learning techniques to create scalable solutions for vehicle telemetry data and video analysis, and assist in performing R&D to drive discovery of new generation mobility products",Toyota Connected North America,3.4,"Plano, TX",51 to 200 Employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Associate Data Scientist,-1,Data Scientist,"Agency :
Havas Edge San Diego
Job Description Summary :
Havas Edge is seeking an Associate Data Scientist to join our Analytics practice and support our Data Scientist with the development of accurate models that predict impact of tactical media activities on our clients’ business.

Our Analytics team provides insights and actionable results to a wide variety of stakeholders across the organization in support of their decision making. The team partners and collaborates with multiple departments across the company to design, develop and implement cutting-edge data pipelines, data products, data models, reports, analyses, and machine learning applications.

You will work with our Data Scientists, Analysts, Engineers, and internal stakeholders to ensure that the most relevant real-time and historical data is identified, tracked, analyzed, and made actionable across our client portfolio.

The key skills you will grow proficient in are Bayesian and statistical model building, optimization modeling, mathematics, and R/Python coding.
Permanent",Havas Media,3.6,"Carlsbad, CA",5001 to 10000 Employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
"Data Scientist, Operations",-1,Data Scientist,"Do you want to help connect people all over the world, and work on a team building the next generation of planet-scale AR games? We're looking for hardworking people to help our company become more data-focused - folks with the ability to be dedicated, thorough, and independent while working in a dynamic, fast-paced environment.
Responsibilities
You will work with a team of hard-working analytics and data science professionals and directly with cross-functional teams to identify business opportunities, optimize product performance, and/or develop operational strategy.
You will analyze large-scale structured and unstructured data and develop deep-dive analyses and models that drive value for our players and our games.
Have a ""product first"" mentality that aligns with our mission, values and strategy.",Niantic,3.5,"Sunnyvale, CA",501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: We are hiring for a Data Scientist - someone who will build data products to improve our operational efficiency and enable data-driven capacity planning.",PayPal,4.1,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Company Description

Proximate Technologies Inc is in staffing and consulting since 2004, we are immensely successful in creating a global network of highly adopt intelligent workforce that can help you achieve critical projects and goals. Keeping pace with projects and being on the lookout for the extremely talented individuals has become even more challenging and here is where Proximate comes in to play!
We have been providing top consulting services and we are one of the fastest growing IT Consulting Firm in this complex job market with cutting-edge technologies in project implementing services and client recruitment capabilities. Our vision is to support services needs of our clients and offer them technology-driven business solutions that meet their goals and corporate objectives.",Proximate Technologies Inc.,3.7,"Houston, TX",1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
Data Scientist,-1,Data Scientist,"Overview:
The Data Scientist mines and analyzes complex data sets using advanced statistical methods for use in data driven decision making. The Data Scientist assists in the production of research and analysis to quantify the impact of internal and external environments on portfolio performance. This position is responsible for summarizing, reporting, and providing polished presentations of findings to a variety of internal clients as well as working with other departments to achieve the overall company objectives.
Responsibilities:
Performs research, analysis, and modeling on organizational data

Assists in analyzing key metrics and performing data analysis

Builds technical knowledge to support research and analytic responsibilities

Assists in conducting research projects, incorporate project design, data collection and analysis, summarizing findings, developing recommendations and effectively communicating to leadership the impact to the business







Qualifications:",GM Financial,3.6,"Detroit, MI",5001 to 10000 Employees,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD)
Data Scientist Masters,-1,Data Scientist,"Do you enjoy design research and analytic frameworks? Use your creative and analytical skills to influence business leadership and get results. If this sounds like fun, we would love to hire someone with your skills and abilities.
As a Data Scientist, you'll be using Big Data and advanced analytics to direct the engagement of our business partners. Collaborate across functional partners and senior management to achieve various project objectives. We need someone who can execute research and analytics, including data source identification, processing, model/algorithm development. Ultimately you will be turning insights into impactful recommendations which will drive business value creation!
We need someone who is technically capable as a Data Scientist. You will get your hands dirty in the data, demonstrating artificial intelligence and analytic tools (R, Python, Scala, Spark, TensorFlow, Hadoop, KNIME, etc.) to unlock business building insights in our mountains of data. We are looking for you to be adept at demonstrating such technologies for solving ad hoc business problems, innovating on potential future solutions, and working with technology partners to translate your innovations into robust, scaled, analytic solutions.",Procter & Gamble,4.2,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Analytics Associate,-1,Data Analyst,"Company Description

Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions, consumer goods, industrial technology or energy and building technology – with us, you will have the chance to improve quality of life all across the globe. Welcome to Bosch.
Position your career for long term success by joining the world's most admired motor vehicle parts supplier as ranked by Fortune for the third consecutive year.

Job Description

As a Data Analytics Associate, you will assist with the development of tools & reports for the Order to Cash (O2C) team. The O2C team is a key lever for customer satisfaction, productivity, and profitability within the process performance workflow.",Bosch Group,4.0,"Oak Brook, IL",10000+ Employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD)
Graduate Data Scientist (Remote),-1,Data Scientist,"Company Description

Medable's mission is to get effective therapies to patients faster. We provide an end-to-end, cloud-based platform with a flexible suite of tools that allows patients, healthcare providers, clinical research organizations and pharmaceutical sponsors to work together as a team in clinical trials. Our solutions enable more efficient clinical research, more effective healthcare delivery, and more accurate precision and predictive medicine. Our target audiences are patients, providers, principal investigators, and innovators who work in healthcare and life sciences.
Our vision is to accelerate the path to human discovery and medical cures. We are passionate about driving innovation and empowering consumers. We are proactive, collaborative, self-motivated learners, committed, bold and tenacious. We are dedicated to making this world a healthier place.",Medable,4.2,"Palo Alto, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
